Time,Status,Long,Lat,Alt
1593297941,A,-82.4060237,36.3609818,507.8
1593297941,A,-82.4060045,36.3609697,507.8
1593297941,A,-82.4059852,36.3609577,507.8
1593297941,A,-82.405966,36.3609455,507.8
1593297941,A,-82.405947,36.3609333,507.8
1593297941,A,-82.405928,36.3609215,507.8
1593297941,A,-82.4059088,36.3609097,507.8
1593297941,A,-82.4058897,36.3608972,507.8
1593297941,A,-82.4058708,36.3608848,507.8
1593297942,A,-82.4058517,36.3608727,507.7
1593297942,A,-82.4058327,36.3608607,507.7
1593297942,A,-82.4058135,36.3608485,507.7
1593297942,A,-82.4057945,36.3608363,507.7
1593297942,A,-82.4057755,36.3608243,507.7
1593297942,A,-82.4057563,36.3608122,507.7
1593297942,A,-82.4057373,36.3607998,507.7
1593297942,A,-82.4057185,36.3607882,507.7
1593297942,A,-82.4056997,36.3607758,507.7
1593297942,A,-82.405681,36.3607642,507.7
1593297943,A,-82.4056622,36.360752,507.6
1593297943,A,-82.4056435,36.36074,507.6
1593297943,A,-82.4056245,36.360728,507.6
1593297943,A,-82.405606,36.3607162,507.6
1593297943,A,-82.4055873,36.3607042,507.6
1593297943,A,-82.4055685,36.360692,507.6
1593297943,A,-82.4055502,36.3606802,507.6
1593297943,A,-82.4055313,36.360668,507.5
1593297943,A,-82.4055127,36.360656,507.5
1593297943,A,-82.4054942,36.3606438,507.5
1593297944,A,-82.4054755,36.3606317,507.4
1593297944,A,-82.4054568,36.3606197,507.4
1593297944,A,-82.4054383,36.3606078,507.4
1593297944,A,-82.4054198,36.3605958,507.4
1593297944,A,-82.4054012,36.3605842,507.3
1593297944,A,-82.4053825,36.360572,507.3
1593297944,A,-82.4053638,36.3605602,507.3
1593297944,A,-82.405345,36.360548,507.3
1593297944,A,-82.4053262,36.3605357,507.3
1593297944,A,-82.4053075,36.3605238,507.3
1593297945,A,-82.405289,36.360512,507.2
1593297945,A,-82.4052703,36.3604998,507.2
1593297945,A,-82.4052517,36.3604877,507.2
1593297945,A,-82.405233,36.3604758,507.1
1593297945,A,-82.4052145,36.360464,507.1
1593297945,A,-82.4051958,36.360452,507.1
1593297945,A,-82.4051772,36.3604398,507.1
1593297945,A,-82.4051587,36.360428,507
1593297945,A,-82.4051402,36.3604158,507
1593297945,A,-82.4051215,36.3604038,506.9
1593297946,A,-82.405103,36.360392,506.9
1593297946,A,-82.4050842,36.3603798,506.9
1593297946,A,-82.4050657,36.3603677,506.8
1593297946,A,-82.4050468,36.3603557,506.7
1593297946,A,-82.4050282,36.3603437,506.7
1593297946,A,-82.4050093,36.3603313,506.7
1593297946,A,-82.4049907,36.3603195,506.6
1593297946,A,-82.4049717,36.3603077,506.6
1593297946,A,-82.404953,36.3602955,506.5
1593297946,A,-82.4049342,36.3602833,506.5
1593297947,A,-82.4049152,36.3602715,506.5
1593297947,A,-82.4048963,36.3602592,506.5
1593297947,A,-82.4048777,36.3602473,506.4
1593297947,A,-82.4048588,36.3602355,506.3
1593297947,A,-82.40484,36.360224,506.4
1593297947,A,-82.4048213,36.3602123,506.3
1593297947,A,-82.4048023,36.3602,506.3
1593297947,A,-82.4047833,36.3601877,506.3
1593297947,A,-82.4047643,36.3601757,506.2
1593297947,A,-82.4047457,36.3601633,506.2
1593297948,A,-82.4047267,36.360151,506.1
1593297948,A,-82.4047078,36.3601385,506.1
1593297948,A,-82.4046887,36.3601265,506
1593297948,A,-82.40467,36.3601138,506
1593297948,A,-82.404651,36.3601015,505.9
1593297948,A,-82.4046318,36.3600892,505.9
1593297948,A,-82.4046128,36.360077,505.9
1593297948,A,-82.4045938,36.3600643,505.8
1593297948,A,-82.4045748,36.3600518,505.8
1593297948,A,-82.4045558,36.3600392,505.7
1593297949,A,-82.4045368,36.3600265,505.7
1593297949,A,-82.4045178,36.360014,505.6
1593297949,A,-82.4044988,36.3600013,505.6
1593297949,A,-82.4044798,36.3599887,505.6
1593297949,A,-82.404461,36.3599758,505.5
1593297949,A,-82.404442,36.359963,505.4
1593297949,A,-82.4044232,36.3599502,505.4
1593297949,A,-82.4044043,36.3599375,505.3
1593297949,A,-82.4043853,36.3599245,505.2
1593297949,A,-82.4043663,36.3599117,505.2
1593297950,A,-82.4043473,36.3598987,505.2
1593297950,A,-82.4043285,36.3598858,505.1
1593297950,A,-82.4043095,36.3598727,505.1
1593297950,A,-82.4042905,36.35986,505
1593297950,A,-82.4042715,36.359847,504.9
1593297950,A,-82.4042525,36.3598338,504.9
1593297950,A,-82.4042335,36.359821,504.8
1593297950,A,-82.4042143,36.3598077,504.7
1593297950,A,-82.4041953,36.3597945,504.7
1593297950,A,-82.4041762,36.3597813,504.6
1593297951,A,-82.404157,36.3597682,504.5
1593297951,A,-82.4041377,36.3597552,504.5
1593297951,A,-82.4041185,36.359742,504.5
1593297951,A,-82.4040992,36.3597287,504.4
1593297951,A,-82.4040798,36.3597155,504.4
1593297951,A,-82.4040607,36.3597027,504.3
1593297951,A,-82.4040413,36.3596895,504.3
1593297951,A,-82.404022,36.3596765,504.2
1593297951,A,-82.4040028,36.3596635,504.2
1593297951,A,-82.4039837,36.3596503,504.1
1593297952,A,-82.4039645,36.3596373,504
1593297952,A,-82.4039453,36.3596243,503.9
1593297952,A,-82.403926,36.3596112,503.9
1593297952,A,-82.403907,36.359598,503.8
1593297952,A,-82.4038875,36.3595848,503.6
1593297952,A,-82.4038682,36.3595718,503.5
1593297952,A,-82.403849,36.3595588,503.5
1593297952,A,-82.4038293,36.3595457,503.4
1593297952,A,-82.40381,36.3595327,503.3
1593297952,A,-82.4037907,36.3595197,503.2
1593297953,A,-82.4037708,36.3595068,503.1
1593297953,A,-82.4037513,36.3594938,503.1
1593297953,A,-82.4037317,36.3594807,503
1593297953,A,-82.403712,36.3594677,502.9
1593297953,A,-82.403692,36.3594545,502.8
1593297953,A,-82.4036723,36.3594413,502.7
1593297953,A,-82.4036525,36.3594285,502.7
1593297953,A,-82.4036327,36.3594157,502.6
1593297953,A,-82.4036128,36.3594028,502.5
1593297953,A,-82.4035928,36.35939,502.4
1593297954,A,-82.403573,36.3593772,502.4
1593297954,A,-82.403553,36.3593642,502.3
1593297954,A,-82.403533,36.3593512,502.2
1593297954,A,-82.403513,36.3593382,502.1
1593297954,A,-82.4034928,36.3593252,501.9
1593297954,A,-82.4034728,36.3593122,501.9
1593297954,A,-82.4034525,36.3592992,501.7
1593297954,A,-82.4034322,36.3592862,501.7
1593297954,A,-82.4034118,36.3592735,501.6
1593297954,A,-82.4033915,36.3592602,501.6
1593297955,A,-82.4033712,36.3592473,501.5
1593297955,A,-82.403351,36.3592342,501.4
1593297955,A,-82.4033307,36.3592212,501.3
1593297955,A,-82.4033102,36.3592082,501.2
1593297955,A,-82.4032898,36.3591948,501.1
1593297955,A,-82.4032697,36.3591815,501.1
1593297955,A,-82.4032493,36.3591683,500.9
1593297955,A,-82.403229,36.3591552,500.8
1593297955,A,-82.4032085,36.3591422,500.6
1593297955,A,-82.4031882,36.359129,500.6
1593297956,A,-82.4031678,36.3591162,500.5
1593297956,A,-82.4031472,36.3591028,500.4
1593297956,A,-82.4031268,36.3590895,500.3
1593297956,A,-82.4031065,36.3590763,500.2
1593297956,A,-82.4030865,36.3590632,500.2
1593297956,A,-82.4030663,36.3590503,500.1
1593297956,A,-82.4030458,36.3590375,500
1593297956,A,-82.4030253,36.3590248,499.9
1593297956,A,-82.4030045,36.359012,499.8
1593297956,A,-82.4029835,36.3589977,499.8
1593297957,A,-82.4029627,36.3589848,499.7
1593297957,A,-82.4029425,36.3589722,499.6
1593297957,A,-82.4029218,36.358959,499.5
1593297957,A,-82.402901,36.3589458,499.4
1593297957,A,-82.4028802,36.3589333,499.3
1593297957,A,-82.4028595,36.3589208,499.2
1593297957,A,-82.4028385,36.3589073,499
1593297957,A,-82.4028178,36.3588943,498.9
1593297957,A,-82.4027968,36.3588807,498.8
1593297957,A,-82.402776,36.3588675,498.7
1593297958,A,-82.402755,36.3588542,498.6
1593297958,A,-82.402734,36.3588408,498.5
1593297958,A,-82.4027133,36.3588277,498.4
1593297958,A,-82.4026922,36.3588143,498.3
1593297958,A,-82.4026712,36.3588012,498.3
1593297958,A,-82.4026503,36.3587878,498.2
1593297958,A,-82.4026295,36.3587747,498.1
1593297958,A,-82.4026085,36.3587613,498.1
1593297958,A,-82.4025875,36.358748,498
1593297958,A,-82.4025665,36.3587348,497.9
1593297959,A,-82.4025455,36.3587217,497.8
1593297959,A,-82.4025245,36.3587083,497.7
1593297959,A,-82.4025033,36.3586952,497.6
1593297959,A,-82.4024823,36.3586813,497.6
1593297959,A,-82.4024613,36.3586683,497.5
1593297959,A,-82.4024403,36.358655,497.4
1593297959,A,-82.4024195,36.3586417,497.3
1593297959,A,-82.4023983,36.3586287,497.2
1593297959,A,-82.4023772,36.3586153,497.1
1593297959,A,-82.4023562,36.358602,497
1593297960,A,-82.4023353,36.3585888,496.9
1593297960,A,-82.4023143,36.3585755,496.8
1593297960,A,-82.4022932,36.3585622,496.6
1593297960,A,-82.4022722,36.358549,496.5
1593297960,A,-82.4022513,36.3585355,496.5
1593297960,A,-82.4022303,36.3585222,496.3
1593297960,A,-82.4022092,36.3585087,496.2
1593297960,A,-82.4021882,36.3584953,496.1
1593297960,A,-82.4021672,36.3584822,495.9
1593297960,A,-82.402146,36.3584687,495.9
1593297961,A,-82.402125,36.3584553,495.8
1593297961,A,-82.402104,36.3584418,495.6
1593297961,A,-82.4020828,36.3584285,495.5
1593297961,A,-82.4020617,36.358415,495.4
1593297961,A,-82.4020408,36.3584013,495.3
1593297961,A,-82.4020197,36.3583878,495.1
1593297961,A,-82.4019985,36.3583745,495.1
1593297961,A,-82.4019772,36.3583612,495
1593297961,A,-82.401956,36.3583477,495
1593297961,A,-82.4019347,36.358334,494.9
1593297962,A,-82.4019135,36.3583203,494.8
1593297962,A,-82.4018927,36.3583067,494.7
1593297962,A,-82.4018715,36.358293,494.7
1593297962,A,-82.4018505,36.3582793,494.6
1593297962,A,-82.4018295,36.3582657,494.4
1593297962,A,-82.4018085,36.358252,494.3
1593297962,A,-82.4017875,36.3582382,494.2
1593297962,A,-82.4017665,36.3582247,494.1
1593297962,A,-82.4017455,36.358211,493.9
1593297962,A,-82.4017243,36.3581973,493.8
1593297963,A,-82.4017033,36.3581837,493.7
1593297963,A,-82.4016822,36.35817,493.6
1593297963,A,-82.401661,36.3581565,493.5
1593297963,A,-82.40164,36.358143,493.4
1593297963,A,-82.4016188,36.3581293,493.3
1593297963,A,-82.4015975,36.3581157,493.2
1593297963,A,-82.4015765,36.358102,493.1
1593297963,A,-82.4015552,36.3580883,493
1593297963,A,-82.401534,36.3580747,492.9
1593297963,A,-82.4015128,36.358061,492.7
1593297964,A,-82.4014915,36.3580473,492.6
1593297964,A,-82.4014705,36.3580337,492.5
1593297964,A,-82.4014493,36.35802,492.4
1593297964,A,-82.4014283,36.3580065,492.2
1593297964,A,-82.4014073,36.3579928,492.1
1593297964,A,-82.4013863,36.3579793,492
1593297964,A,-82.4013653,36.3579658,491.9
1593297964,A,-82.4013445,36.3579523,491.8
1593297964,A,-82.4013237,36.357939,491.6
1593297964,A,-82.4013028,36.3579255,491.5
1593297965,A,-82.4012822,36.3579122,491.4
1593297965,A,-82.4012615,36.357899,491.3
1593297965,A,-82.401241,36.3578857,491.2
1593297965,A,-82.4012205,36.3578727,491.1
1593297965,A,-82.4012002,36.3578595,491
1593297965,A,-82.40118,36.3578465,490.9
1593297965,A,-82.4011598,36.3578335,490.8
1593297965,A,-82.4011397,36.3578207,490.7
1593297965,A,-82.4011197,36.3578078,490.6
1593297965,A,-82.4010997,36.357795,490.5
1593297966,A,-82.40108,36.3577823,490.4
1593297966,A,-82.4010602,36.3577697,490.3
1593297966,A,-82.4010405,36.357757,490.2
1593297966,A,-82.401021,36.3577445,490.1
1593297966,A,-82.4010015,36.3577318,490
1593297966,A,-82.4009822,36.3577193,489.8
1593297966,A,-82.4009628,36.3577068,489.7
1593297966,A,-82.4009435,36.3576943,489.6
1593297966,A,-82.4009242,36.3576818,489.5
1593297966,A,-82.4009048,36.3576695,489.4
1593297967,A,-82.4008855,36.357657,489.3
1593297967,A,-82.4008662,36.3576445,489.2
1593297967,A,-82.400847,36.3576322,489.1
1593297967,A,-82.4008275,36.3576197,489
1593297967,A,-82.4008083,36.3576072,488.9
1593297967,A,-82.4007892,36.3575948,488.8
1593297967,A,-82.4007697,36.3575822,488.7
1593297967,A,-82.4007503,36.3575698,488.6
1593297967,A,-82.4007312,36.3575573,488.5
1593297967,A,-82.4007118,36.3575448,488.4
1593297968,A,-82.4006927,36.3575322,488.3
1593297968,A,-82.4006735,36.3575197,488.2
1593297968,A,-82.4006542,36.357507,488
1593297968,A,-82.4006352,36.3574942,487.9
1593297968,A,-82.400616,36.3574815,487.8
1593297968,A,-82.400597,36.3574688,487.7
1593297968,A,-82.4005778,36.357456,487.6
1593297968,A,-82.4005587,36.3574432,487.4
1593297968,A,-82.4005397,36.3574303,487.4
1593297968,A,-82.4005208,36.3574173,487.2
1593297969,A,-82.4005017,36.3574043,487.1
1593297969,A,-82.4004828,36.3573913,487
1593297969,A,-82.400464,36.3573785,486.9
1593297969,A,-82.4004452,36.3573653,486.8
1593297969,A,-82.4004263,36.3573522,486.7
1593297969,A,-82.4004075,36.3573392,486.6
1593297969,A,-82.4003887,36.357326,486.5
1593297969,A,-82.4003698,36.3573127,486.3
1593297969,A,-82.4003512,36.3572995,486.2
1593297969,A,-82.4003323,36.3572862,486.1
1593297970,A,-82.4003135,36.3572728,486
1593297970,A,-82.4002948,36.3572597,485.9
1593297970,A,-82.4002762,36.3572463,485.8
1593297970,A,-82.4002573,36.3572328,485.7
1593297970,A,-82.400239,36.3572197,485.6
1593297970,A,-82.4002203,36.3572062,485.6
1593297970,A,-82.4002017,36.3571923,485.5
1593297970,A,-82.400183,36.3571788,485.4
1593297970,A,-82.4001643,36.3571652,485.3
1593297970,A,-82.4001458,36.3571517,485.3
1593297971,A,-82.4001273,36.3571382,485.2
1593297971,A,-82.4001087,36.3571243,485
1593297971,A,-82.4000903,36.3571108,484.9
1593297971,A,-82.4000718,36.3570972,484.8
1593297971,A,-82.4000533,36.3570833,484.7
1593297971,A,-82.400035,36.3570697,484.6
1593297971,A,-82.4000167,36.3570558,484.5
1593297971,A,-82.3999982,36.3570418,484.4
1593297971,A,-82.3999798,36.357028,484.3
1593297971,A,-82.3999617,36.3570142,484.2
1593297972,A,-82.3999433,36.3570002,484.1
1593297972,A,-82.399925,36.3569863,484
1593297972,A,-82.3999067,36.3569722,483.9
1593297972,A,-82.3998885,36.3569583,483.8
1593297972,A,-82.3998702,36.3569442,483.7
1593297972,A,-82.3998518,36.3569303,483.6
1593297972,A,-82.3998337,36.3569162,483.5
1593297972,A,-82.3998153,36.356902,483.4
1593297972,A,-82.3997972,36.3568878,483.3
1593297972,A,-82.3997788,36.3568737,483.2
1593297973,A,-82.3997607,36.3568595,483.1
1593297973,A,-82.3997425,36.3568453,483
1593297973,A,-82.3997243,36.3568312,482.9
1593297973,A,-82.3997063,36.356817,482.8
1593297973,A,-82.3996882,36.3568027,482.7
1593297973,A,-82.3996702,36.3567883,482.6
1593297973,A,-82.399652,36.3567742,482.5
1593297973,A,-82.399634,36.3567598,482.4
1593297973,A,-82.3996158,36.3567453,482.3
1593297973,A,-82.3995978,36.3567312,482.2
1593297974,A,-82.3995797,36.3567167,482.1
1593297974,A,-82.3995617,36.3567022,482
1593297974,A,-82.3995437,36.3566878,481.9
1593297974,A,-82.3995258,36.3566733,481.8
1593297974,A,-82.3995078,36.3566588,481.7
1593297974,A,-82.39949,36.3566442,481.6
1593297974,A,-82.3994722,36.3566297,481.5
1593297974,A,-82.3994543,36.3566148,481.3
1593297974,A,-82.3994365,36.3566002,481.2
1593297974,A,-82.3994187,36.3565855,481.1
1593297975,A,-82.3994008,36.3565707,480.9
1593297975,A,-82.399383,36.3565558,480.8
1593297975,A,-82.3993652,36.3565408,480.7
1593297975,A,-82.3993473,36.3565258,480.6
1593297975,A,-82.3993297,36.3565108,480.4
1593297975,A,-82.399312,36.3564958,480.3
1593297975,A,-82.3992943,36.3564807,480.2
1593297975,A,-82.3992768,36.3564655,480.1
1593297975,A,-82.3992592,36.3564502,479.9
1593297975,A,-82.3992415,36.356435,479.9
1593297976,A,-82.399224,36.3564197,479.7
1593297976,A,-82.3992065,36.3564042,479.6
1593297976,A,-82.3991893,36.3563888,479.5
1593297976,A,-82.399172,36.3563733,479.4
1593297976,A,-82.3991547,36.3563578,479.2
1593297976,A,-82.3991378,36.3563425,479.1
1593297976,A,-82.3991207,36.356327,479
1593297976,A,-82.399104,36.3563117,478.9
1593297976,A,-82.399087,36.3562962,478.8
1593297976,A,-82.3990705,36.3562808,478.6
1593297977,A,-82.3990538,36.3562655,478.5
1593297977,A,-82.3990372,36.3562503,478.4
1593297977,A,-82.3990208,36.3562352,478.3
